"country","sftgcode","iso3code","year","start.1","mean.p","harff.p","threat.p","rf.p"
"Ecuador","ECU","ECU",1985,0,0.00442383411712027,0.00952597083263944,0.00374553151872136,0
"Ecuador","ECU","ECU",1986,0,0.00606006236866365,0.0102329494346098,0.00694723767138111,0.001
"Ecuador","ECU","ECU",1987,0,0.00598538147450517,0.00927813231452238,0.00767801210899313,0.001
"Ecuador","ECU","ECU",1988,0,0.00579812597779379,0.00857355932867129,0.00682081860471009,0.002
"Ecuador","ECU","ECU",1989,0,0.00590229955629692,0.00832425834186136,0.00738264032702941,0.002
"Ecuador","ECU","ECU",1990,0,0.0078294737464887,0.016442740154099,0.00704568108536704,0
"Ecuador","ECU","ECU",1991,0,0.00592743251280181,0.0159369786732649,0.00184531886514048,0
"Ecuador","ECU","ECU",1992,0,0.00601597988367411,0.0161514247563789,0.00189651489464346,0
"Ecuador","ECU","ECU",1993,0,0.00601677008515082,0.0162343291100629,0.00181598114538959,0
"Ecuador","ECU","ECU",1994,0,0.00582961051743294,0.0157751877612158,0.00171364379108305,0
"Ecuador","ECU","ECU",1995,0,0.0053473388327946,0.0143069751809569,0.00173504131742692,0
"Ecuador","ECU","ECU",1996,0,0.0054800041178513,0.0147852296840219,0.001654782669532,0
"Ecuador","ECU","ECU",1997,0,0.00543146950031537,0.0146440163453478,0.00165039215559831,0
"Ecuador","ECU","ECU",1998,0,0.00548708213728611,0.0149602422485638,0.00150100416329457,0
"Ecuador","ECU","ECU",1999,0,0.00514192670703442,0.0137884053124488,0.00163737480865445,0
"Ecuador","ECU","ECU",2000,0,0.00921812512037997,0.0225500424008532,0.00410433296028665,0.001
"Ecuador","ECU","ECU",2001,0,0.00993769417396477,0.0251778668721001,0.00363521564979424,0.001
"Ecuador","ECU","ECU",2002,0,0.010081735333699,0.0257660617115044,0.00347914428959277,0.001
"Ecuador","ECU","ECU",2003,0,0.0100468672062098,0.0267124197377575,0.00342818188087194,0
"Ecuador","ECU","ECU",2004,0,0.0102102157698554,0.0254053283700719,0.00322531893949411,0.002
"Ecuador","ECU","ECU",2005,0,0.00876028906811048,0.0235748607878205,0.00170600641651091,0.001
"Ecuador","ECU","ECU",2006,0,0.00824608756252549,0.0229853928670155,0.001752869820561,0
"Ecuador","ECU","ECU",2007,0,0.00895780865059394,0.022035746815878,0.00483767913590386,0
"Ecuador","ECU","ECU",2008,0,0.00871436178993289,0.0205818230752808,0.00456126229451788,0.001
"Ecuador","ECU","ECU",2009,0,0.0102315978249885,0.0249318433118871,0.00476295016307821,0.001
"Ecuador","ECU","ECU",2010,0,0.0102541128757357,0.0221898861064288,0.00857245252077815,0
"Ecuador","ECU","ECU",2011,0,0.0121008149626053,0.0210735697597883,0.00822887512802763,0.007
"Ecuador","ECU","ECU",2012,0,0.0129514002695395,0.0215051036997007,0.00834909710891791,0.009
"Ecuador","ECU","ECU",2013,NA,NA,NA,NA,NA
"Ecuador","ECU","ECU",2014,NA,NA,NA,NA,NA
"Egypt","EGY","EGY",1953,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1954,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1955,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1956,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1957,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1958,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1959,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1960,0,NA,NA,NA,NA
"Egypt","EGY","EGY",1961,0,NA,NA,0.0115177909216829,NA
"Egypt","EGY","EGY",1962,0,NA,NA,0.0113841874354811,NA
"Egypt","EGY","EGY",1963,0,NA,NA,0.0122774528332614,NA
"Egypt","EGY","EGY",1964,0,0.00901185304781148,0.0141701284719762,0.0118654306714582,0.001
"Egypt","EGY","EGY",1965,0,0.0088337599172067,0.0148152275201485,0.0116860522314716,0
"Egypt","EGY","EGY",1966,0,0.00963914328548078,0.0154739100004433,0.012443519855999,0.001
"Egypt","EGY","EGY",1967,0,0.0116006377555469,0.0169428232777382,0.0148590899889025,0.003
"Egypt","EGY","EGY",1968,0,0.0123231495051769,0.0176899921319201,0.0142794563836106,0.005
"Egypt","EGY","EGY",1969,0,0.0109481142266799,0.0171457004722043,0.0136986422078353,0.002
"Egypt","EGY","EGY",1970,0,0.0113632954461354,0.01676507702594,0.0143248093124663,0.003
"Egypt","EGY","EGY",1971,0,0.00968803395619795,0.0164762393621387,0.0125878625064551,0
"Egypt","EGY","EGY",1972,0,0.0100637379226618,0.0169277556494625,0.013263458118523,0
"Egypt","EGY","EGY",1973,0,0.0104816747389406,0.016559466602633,0.0148855576141889,0
"Egypt","EGY","EGY",1974,0,0.0085079620119738,0.0112699722021243,0.0142539138337971,0
"Egypt","EGY","EGY",1975,0,0.00844509471728283,0.0106552330548309,0.0146800510970176,0
"Egypt","EGY","EGY",1976,0,0.00812650503976784,0.0110608449507073,0.0133186701685962,0
"Egypt","EGY","EGY",1977,0,0.00828436187376758,0.0112370459935085,0.0136160396277942,0
"Egypt","EGY","EGY",1978,0,0.00886234753067138,0.0109560189606414,0.0156310236313728,0
"Egypt","EGY","EGY",1979,0,0.00836537725504852,0.00902011785355959,0.016076013911586,0
"Egypt","EGY","EGY",1980,0,0.00910177003830136,0.00956794117682076,0.0167373689380833,0.001
"Egypt","EGY","EGY",1981,0,0.00999200480198264,0.0089645946700992,0.0180114197358487,0.003
"Egypt","EGY","EGY",1982,0,0.00926226940532087,0.0102897331826643,0.0164970750332983,0.001
"Egypt","EGY","EGY",1983,0,0.00932207942700883,0.0112665914744039,0.0166996468066226,0
"Egypt","EGY","EGY",1984,0,0.00961917982126746,0.0118476605399116,0.0170098789238907,0
"Egypt","EGY","EGY",1985,0,0.00995404187913539,0.0128564751657443,0.0170056504716619,0
"Egypt","EGY","EGY",1986,0,0.012186672613635,0.015375230868992,0.018184786971913,0.003
"Egypt","EGY","EGY",1987,0,0.0120055633715893,0.0170581211537986,0.0179585689609693,0.001
"Egypt","EGY","EGY",1988,0,0.00997261634504729,0.012735544699463,0.0171823043356789,0
"Egypt","EGY","EGY",1989,0,0.0107366471402552,0.0133060601266986,0.0169038812940671,0.002
"Egypt","EGY","EGY",1990,0,0.0100065954342907,0.0126914649475712,0.017328321355301,0
"Egypt","EGY","EGY",1991,0,0.00830596911386942,0.0108230817332618,0.00909482560834646,0.005
"Egypt","EGY","EGY",1992,0,0.00577196954556989,0.00714570419434553,0.00917020444236413,0.001
"Egypt","EGY","EGY",1993,0,0.00548756886867727,0.0067117170256014,0.00875098958043039,0.001
"Egypt","EGY","EGY",1994,0,0.0052009844581797,0.0067451658539996,0.0078577875205395,0.001
"Egypt","EGY","EGY",1995,0,0.00448703565147983,0.00650539214534466,0.00695571480909482,0
"Egypt","EGY","EGY",1996,0,0.00440272282406336,0.00651558335794712,0.00669258511424297,0
"Egypt","EGY","EGY",1997,0,0.00442316245704529,0.00669244889197674,0.00657703847915913,0
"Egypt","EGY","EGY",1998,0,0.0044312754129692,0.00678357714310026,0.00651024909580735,0
"Egypt","EGY","EGY",1999,0,0.00467415132997182,0.0071817401039955,0.00584071388591995,0.001
"Egypt","EGY","EGY",2000,0,0.00439297353870944,0.00696637650106672,0.0052125441150616,0.001
"Egypt","EGY","EGY",2001,0,0.00441938150712105,0.00690895115392819,0.00534919336743494,0.001
"Egypt","EGY","EGY",2002,0,0.00510232853022152,0.00689925397939348,0.00540773161127109,0.003
"Egypt","EGY","EGY",2003,0,0.00442544353409755,0.00637446362984337,0.00590186697244929,0.001
"Egypt","EGY","EGY",2004,0,0.0048079037177167,0.00553697232204155,0.00588673883110856,0.003
"Egypt","EGY","EGY",2005,0,0.0106977885105576,0.00945679298496605,0.0146365725467066,0.008
"Egypt","EGY","EGY",2006,0,0.00841668890014412,0.00999968130478483,0.0142503853956475,0.001
"Egypt","EGY","EGY",2007,0,0.00822644660943412,0.00996451732796756,0.0127148225003348,0.002
"Egypt","EGY","EGY",2008,0,0.00759334017757127,0.00980403085687397,0.0119759896758398,0.001
"Egypt","EGY","EGY",2009,0,0.00995442624921328,0.0134429052722153,0.0114203734754246,0.005
"Egypt","EGY","EGY",2010,0,0.0100936467581748,0.015197841651625,0.0110830986228994,0.004
"Egypt","EGY","EGY",2011,0,0.0229845625003938,0.020981308182356,0.0239723793188253,0.024
"Egypt","EGY","EGY",2012,1,0.2007169299939,0.0222170282035882,0.0239337617781111,0.556
"Egypt","EGY","EGY",2013,NA,NA,NA,NA,NA
"Egypt","EGY","EGY",2014,NA,NA,NA,NA,NA
"El Salvador","SAL","SLV",1945,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1946,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1947,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1948,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1949,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1950,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1951,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1952,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1953,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1954,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1955,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1956,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1957,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1958,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1959,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1960,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1961,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1962,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1963,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1964,0,NA,NA,NA,NA
"El Salvador","SAL","SLV",1965,0,NA,0.00612674582817723,NA,NA
"El Salvador","SAL","SLV",1966,0,0.00596930078688382,0.00607938776082175,0.0098285145998297,0.002
"El Salvador","SAL","SLV",1967,0,0.00673592518912587,0.00621808672424149,0.00998968884313613,0.004
"El Salvador","SAL","SLV",1968,0,0.0053536196407783,0.00631432875690028,0.00974653016543464,0
"El Salvador","SAL","SLV",1969,0,0.00555118910385321,0.00657964247311446,0.0100739248384452,0
"El Salvador","SAL","SLV",1970,0,0.00549490344286317,0.00661299681459419,0.00987171351399531,0
"El Salvador","SAL","SLV",1971,0,0.00609858502755602,0.00647856390047262,0.00981719118219543,0.002
"El Salvador","SAL","SLV",1972,0,0.0105407960455858,0.0061228665230753,0.0174995216136822,0.008
"El Salvador","SAL","SLV",1973,0,0.0128435830198135,0.00576243515903957,0.017768313900401,0.015
"El Salvador","SAL","SLV",1974,0,0.0227082658651035,0.0052088940048201,0.0179159035904903,0.045
"El Salvador","SAL","SLV",1975,0,0.0303411064820873,0.00525363666315197,0.0197696827831099,0.066
"El Salvador","SAL","SLV",1976,1,0.153847982193795,0.00504477283434274,0.0184991737470431,0.438
"El Salvador","SAL","SLV",1977,0,0.00806508543073244,0.00419400339156935,0.010001252900628,0.01
"El Salvador","SAL","SLV",1978,0,0.00753822953156776,0.00452791646697955,0.0100867721277237,0.008
"El Salvador","SAL","SLV",1979,0,0.0154222774030877,0.00513566144460962,0.0331311707646535,0.008
"El Salvador","SAL","SLV",1980,0,0.0142938162616514,0.00518965837485354,0.0326917904101008,0.005
"El Salvador","SAL","SLV",1981,0,0.0145695976691655,0.00553345786369024,0.0361753351438064,0.002
"El Salvador","SAL","SLV",1982,0,0.0152241429167943,0.00622578155176675,0.0374466471986162,0.002
"El Salvador","SAL","SLV",1983,0,0.0159687792140053,0.00565680724304927,0.0332495303989666,0.009
"El Salvador","SAL","SLV",1984,0,0.00616260252359515,0.00974170636181169,0.00774610120897377,0.001
"El Salvador","SAL","SLV",1985,0,0.00514368256113195,0.00887807398867234,0.00655297369472351,0
"El Salvador","SAL","SLV",1986,0,0.00528667463396848,0.0085672772678042,0.00629274663410124,0.001
"El Salvador","SAL","SLV",1987,0,0.00505954937146806,0.00957906503612856,0.00559958307827562,0
"El Salvador","SAL","SLV",1988,0,0.00528129686346285,0.0105153463855738,0.00532854420481473,0
"El Salvador","SAL","SLV",1989,0,0.00663014200071399,0.0145800934784676,0.00531033252367435,0
"El Salvador","SAL","SLV",1990,0,0.00580590971364438,0.0115863150358955,0.00483141410503767,0.001
"El Salvador","SAL","SLV",1991,0,0.00277073762206279,0.00612636825373388,0.0021858446124545,0
"El Salvador","SAL","SLV",1992,0,0.00369464897426691,0.00603525270841111,0.00204869421438961,0.003
"El Salvador","SAL","SLV",1993,0,0.00292513870939565,0.00421414189136315,0.00156127423682379,0.003
"El Salvador","SAL","SLV",1994,0,0.00223595896903485,0.00414224372126208,0.00156563318584246,0.001
"El Salvador","SAL","SLV",1995,0,0.00178607165409315,0.00399826909382869,0.00135994586845075,0
"El Salvador","SAL","SLV",1996,0,0.00189519052893942,0.00429609767353974,0.00138947391327852,0
"El Salvador","SAL","SLV",1997,0,0.00180240215493036,0.00413609721800612,0.00127110924678496,0
"El Salvador","SAL","SLV",1998,0,0.00186459457645299,0.00436218886263581,0.00123159486672316,0
"El Salvador","SAL","SLV",1999,0,0.00190269571485349,0.00448737143736324,0.00122071570719723,0
"El Salvador","SAL","SLV",2000,0,0.0021579380522705,0.00427366520405727,0.00120014895275422,0.001
"El Salvador","SAL","SLV",2001,0,0.00199452073478545,0.00476297697923287,0.00122058522512348,0
"El Salvador","SAL","SLV",2002,0,0.0023131136531187,0.00572709814219745,0.00121224281715864,0
"El Salvador","SAL","SLV",2003,0,0.00227379660154732,0.00560367765645301,0.00121771214818894,0
"El Salvador","SAL","SLV",2004,0,0.00258604109810598,0.0055033513545444,0.00125477193977352,0.001
"El Salvador","SAL","SLV",2005,0,0.00226704582296101,0.00557654365671666,0.00122459381216636,0
"El Salvador","SAL","SLV",2006,0,0.00228444272810493,0.00550151371385142,0.00135181447046336,0
"El Salvador","SAL","SLV",2007,0,0.00221437332048859,0.00532201374376962,0.00132110621769616,0
"El Salvador","SAL","SLV",2008,0,0.00215541410860545,0.00516912721063291,0.00129711511518344,0
"El Salvador","SAL","SLV",2009,0,0.00248156650027587,0.00603738273293591,0.00140731676789171,0
"El Salvador","SAL","SLV",2010,0,0.00229409513031938,0.00559467546495563,0.00128760992600249,0
"El Salvador","SAL","SLV",2011,0,0.00250730893040656,0.00525721461262334,0.00126471217859634,0.001
"El Salvador","SAL","SLV",2012,0,0.00217684366389876,0.00526013437681718,0.00127039661487909,0
"El Salvador","SAL","SLV",2013,NA,NA,NA,NA,NA
"El Salvador","SAL","SLV",2014,NA,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1968,1,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1969,0,NA,0.0161451696445375,NA,NA
"Equatorial Guinea","EQG","GNQ",1970,0,NA,0.0126131060344697,NA,NA
"Equatorial Guinea","EQG","GNQ",1971,0,NA,0.0115434979344624,NA,NA
"Equatorial Guinea","EQG","GNQ",1972,0,NA,0.0136157362639742,NA,NA
"Equatorial Guinea","EQG","GNQ",1973,0,NA,0.0123740013271656,NA,NA
"Equatorial Guinea","EQG","GNQ",1974,0,NA,0.0116874578659599,NA,NA
"Equatorial Guinea","EQG","GNQ",1975,0,NA,0.0122348963216388,NA,NA
"Equatorial Guinea","EQG","GNQ",1976,0,NA,0.0114268851940025,NA,NA
"Equatorial Guinea","EQG","GNQ",1977,0,NA,0.0114425453751564,NA,NA
"Equatorial Guinea","EQG","GNQ",1978,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1979,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1980,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1981,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1982,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1983,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1984,0,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",1985,0,NA,0.0204253235729183,NA,NA
"Equatorial Guinea","EQG","GNQ",1986,0,0.0107498006146147,0.0170889605668708,0.0111604412769732,0.004
"Equatorial Guinea","EQG","GNQ",1987,0,0.00813226707555101,0.0150518935818718,0.00934490764478117,0
"Equatorial Guinea","EQG","GNQ",1988,0,0.00929122016899007,0.0142681198782355,0.00960554062873471,0.004
"Equatorial Guinea","EQG","GNQ",1989,0,0.00922378153422412,0.0159934773728419,0.0116778672298305,0
"Equatorial Guinea","EQG","GNQ",1990,0,0.0113360915818853,0.0165308664633713,0.0114774082822846,0.006
"Equatorial Guinea","EQG","GNQ",1991,0,0.00658127070484527,0.0140773343414194,0.00366647777311638,0.002
"Equatorial Guinea","EQG","GNQ",1992,0,0.0141225933432432,0.0338413111740039,0.00352646885572576,0.005
"Equatorial Guinea","EQG","GNQ",1993,0,0.0137933584142566,0.0328512659908431,0.00552880925192668,0.003
"Equatorial Guinea","EQG","GNQ",1994,0,0.00655186634451731,0.0121370738950081,0.00551852513854386,0.002
"Equatorial Guinea","EQG","GNQ",1995,0,0.00584591002294543,0.0124441105695896,0.00509361949924669,0
"Equatorial Guinea","EQG","GNQ",1996,0,0.00480672545398494,0.0092765982158252,0.00514357814612961,0
"Equatorial Guinea","EQG","GNQ",1997,0,0.005021851838624,0.00995663219541251,0.00510892332045948,0
"Equatorial Guinea","EQG","GNQ",1998,0,0.00478282822667229,0.00870440511461881,0.00564407956539806,0
"Equatorial Guinea","EQG","GNQ",1999,0,NA,NA,0.00543596113596304,NA
"Equatorial Guinea","EQG","GNQ",2000,0,0.00579244946154578,0.0116227279692892,0.00575462041534812,0
"Equatorial Guinea","EQG","GNQ",2001,0,0.00562060096405853,0.0113837968006362,0.00547800609153942,0
"Equatorial Guinea","EQG","GNQ",2002,0,0.00659633272973532,0.0137634889315015,0.00602550925770443,0
"Equatorial Guinea","EQG","GNQ",2003,0,0.00632314313799333,0.012665096619506,0.00630433279447396,0
"Equatorial Guinea","EQG","GNQ",2004,0,0.00677502345926528,0.0145737741548691,0.0057512962229267,0
"Equatorial Guinea","EQG","GNQ",2005,0,0.00733215637437174,0.0158371580950258,0.00615931102808945,0
"Equatorial Guinea","EQG","GNQ",2006,0,0.00963092241830755,0.0147402232045962,0.00815254405032649,0.006
"Equatorial Guinea","EQG","GNQ",2007,0,0.00760731803546833,0.0155064171918981,0.00631553691450689,0.001
"Equatorial Guinea","EQG","GNQ",2008,0,0.00723122943782792,0.0152292734184045,0.00646441489507923,0
"Equatorial Guinea","EQG","GNQ",2009,0,0.00909682775679525,0.0141806629693491,0.0131098203010367,0
"Equatorial Guinea","EQG","GNQ",2010,0,0.00968180574990664,0.0147985827028868,0.0142468345468332,0
"Equatorial Guinea","EQG","GNQ",2011,0,0.00965160128710409,0.0152837729280886,0.0126710309332237,0.001
"Equatorial Guinea","EQG","GNQ",2012,0,NA,NA,0.0128621329106103,NA
"Equatorial Guinea","EQG","GNQ",2013,NA,NA,NA,NA,NA
"Equatorial Guinea","EQG","GNQ",2014,NA,NA,NA,NA,NA
"Eritrea","ERI","ERI",1993,0,0.00627072428477875,0.00273130649085083,0.00708086636348543,0.009
"Eritrea","ERI","ERI",1994,0,0.00462713849419935,0.00249750450851416,0.00638391097408389,0.005
"Eritrea","ERI","ERI",1995,0,0.00318670280678255,0.00259795501500166,0.005962153405346,0.001
"Eritrea","ERI","ERI",1996,0,0.00263551926917353,0.00235792102840691,0.00554863677911368,0
"Eritrea","ERI","ERI",1997,0,0.00265304679136069,0.00240158419023633,0.00555755618384573,0
"Eritrea","ERI","ERI",1998,0,0.00286008072979498,0.00279231392310335,0.00578792826628158,0
"Eritrea","ERI","ERI",1999,0,0.00285159833846857,0.0027902655905016,0.0057645294249041,0
"Eritrea","ERI","ERI",2000,0,0.00318126778462459,0.00357589012335723,0.00596791323051653,0
"Eritrea","ERI","ERI",2001,0,0.00294992562106048,0.00346742513578467,0.00538235172739676,0
"Eritrea","ERI","ERI",2002,0,0.00297470166506876,0.00335026226783231,0.00557384272737396,0
"Eritrea","ERI","ERI",2003,0,0.00315764074857476,0.00349105147888718,0.00598187076683711,0
"Eritrea","ERI","ERI",2004,0,0.00312276460131607,0.0038251034262126,0.0055431903777356,0
"Eritrea","ERI","ERI",2005,0,0.00339286959816619,0.00408978050804482,0.00508882828645375,0.001
"Eritrea","ERI","ERI",2006,0,0.00350191495831309,0.00530065805344386,0.0052050868214954,0
"Eritrea","ERI","ERI",2007,0,0.00361412713328818,0.00654792880943603,0.00429445259042852,0
"Eritrea","ERI","ERI",2008,0,0.00585536956209176,0.00692703629871177,0.00563907238756352,0.005
"Eritrea","ERI","ERI",2009,0,0.00478269423936895,0.00742643249304091,0.00492165022506593,0.002
"Eritrea","ERI","ERI",2010,0,0.00487598639101509,0.00780602416717808,0.00382193500586718,0.003
"Eritrea","ERI","ERI",2011,0,0.00367364253054443,0.00600967425176543,0.00501125333986788,0
"Eritrea","ERI","ERI",2012,0,NA,NA,0.00424598578123801,NA
"Eritrea","ERI","ERI",2013,NA,NA,NA,NA,NA
"Eritrea","ERI","ERI",2014,NA,NA,NA,NA,NA
"Estonia","EST","EST",1991,0,NA,NA,NA,NA
"Estonia","EST","EST",1992,0,NA,NA,NA,NA
"Estonia","EST","EST",1993,0,NA,NA,NA,NA
"Estonia","EST","EST",1994,0,NA,NA,NA,NA
"Estonia","EST","EST",1995,0,NA,0.0127464770955524,NA,NA
"Estonia","EST","EST",1996,0,0.00237557217219676,0.00679608683500826,0.000330629681582013,0
"Estonia","EST","EST",1997,0,0.0021744953619609,0.00622046344861168,0.000303022637271026,0
"Estonia","EST","EST",1998,0,0.00212014944171298,0.00606748935468414,0.000292958970454808,0
"Estonia","EST","EST",1999,0,0.00270007784754581,0.00656887193292943,0.000531361609707994,0.001
"Estonia","EST","EST",2000,0,0.0014393729527348,0.00296085937612553,0.000357259482078868,0.001
"Estonia","EST","EST",2001,0,0.000657248243943304,0.00160614613062739,0.000365598601202524,0
"Estonia","EST","EST",2002,0,0.000692448673656274,0.00174541064659828,0.000331935374370546,0
"Estonia","EST","EST",2003,0,0.000700135249468502,0.00176305410016311,0.000337351648242401,0
"Estonia","EST","EST",2004,0,0.000678770424788552,0.00169819203019561,0.000338119244170043,0
"Estonia","EST","EST",2005,0,0.00065225843502775,0.00162530277547974,0.000331472529603514,0
"Estonia","EST","EST",2006,0,0.00068694819765152,0.00170456196528305,0.000356282627671508,0
"Estonia","EST","EST",2007,0,0.000718559799444409,0.00182738860634704,0.000328290791986184,0
"Estonia","EST","EST",2008,0,0.000723353209914092,0.00178567663164691,0.000384382998095362,0
"Estonia","EST","EST",2009,0,0.000818330782014192,0.00205787958699108,0.000397112759051492,0
"Estonia","EST","EST",2010,0,0.000704510413412394,0.00177395766097646,0.000339573579260725,0
"Estonia","EST","EST",2011,0,0.000637151597125197,0.00160148940690154,0.000309965384474055,0
"Estonia","EST","EST",2012,0,0.000639205936190486,0.0015949206263626,0.000322697182208854,0
"Estonia","EST","EST",2013,NA,NA,NA,NA,NA
"Estonia","EST","EST",2014,NA,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1945,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1946,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1947,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1948,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1949,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1950,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1951,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1952,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1953,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1954,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1955,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1956,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1957,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1958,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1959,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1960,1,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1961,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1962,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1963,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1964,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1965,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1966,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1967,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1968,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1969,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1970,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1971,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1972,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1973,1,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1974,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1975,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1976,1,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1977,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1978,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1979,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1980,0,NA,NA,NA,NA
"Ethiopia","ETH","ETH",1981,0,NA,0.025778257365735,NA,NA
"Ethiopia","ETH","ETH",1982,0,0.0192255873417481,0.0265787780373882,0.0310979839878561,0
"Ethiopia","ETH","ETH",1983,0,0.0204923083127736,0.0283291926474807,0.0301477322908403,0.003
"Ethiopia","ETH","ETH",1984,0,0.0182121557230125,0.0136767803050583,0.0379596868639794,0.003
"Ethiopia","ETH","ETH",1985,0,0.0257900433009608,0.0161576054877985,0.0402125244150838,0.021
"Ethiopia","ETH","ETH",1986,0,0.0170909916075252,0.014374808705436,0.0328981661171394,0.004
"Ethiopia","ETH","ETH",1987,0,0.0166335209945644,0.0156234681168674,0.0302770948668259,0.004
"Ethiopia","ETH","ETH",1988,0,0.0177929811768277,0.015720495585006,0.0356584479454771,0.002
"Ethiopia","ETH","ETH",1989,0,0.0259348793910872,0.0165357847173738,0.0592688534558879,0.002
"Ethiopia","ETH","ETH",1990,0,0.0263609177970661,0.0190156233917454,0.0580671299994528,0.002
"Ethiopia","ETH","ETH",1991,0,0.0505676526071473,0.0559804715641792,0.0747224862572626,0.021
"Ethiopia","ETH","ETH",1992,0,0.0496599583374965,0.0666913268727868,0.0642885481397029,0.018
"Ethiopia","ETI","ETH",1993,0,0.0374674017756818,0.0436961318818231,0.0587060734452222,0.01
"Ethiopia","ETI","ETH",1994,0,0.0291398390809794,0.0426243813837252,0.037795135859213,0.007
"Ethiopia","ETI","ETH",1995,0,0.0369707974306966,0.064356500387901,0.0405558919041887,0.006
"Ethiopia","ETI","ETH",1996,0,0.0369354543810517,0.0641687782946906,0.0366375848484646,0.01
"Ethiopia","ETI","ETH",1997,0,0.033003173135107,0.0603867012315277,0.0376228181737933,0.001
"Ethiopia","ETI","ETH",1998,0,0.0325585238699532,0.0560009762643425,0.039674595345517,0.002
"Ethiopia","ETI","ETH",1999,0,0.0305196077542369,0.0538009017919808,0.0357579214707299,0.002
"Ethiopia","ETI","ETH",2000,0,0.0302382182543536,0.0529982578575138,0.033716396905547,0.004
"Ethiopia","ETI","ETH",2001,0,0.0301308501439897,0.0593160643308984,0.0310764861010706,0
